id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected,saled
4324,The 6.7-story large duplex apartment beside the only canal in Manwu is transparent from north to south,599,34215,co_ownership,175.07,duplex,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,3,high_floor,7,no,south,no,north,no,no,no,no,3,116.7522866,39.57647583,None,None,FALSE,FALSE
4325,"This room is transparent from north to south, with good lighting and fine decoration.",325,35892,non_co_ownership,90.55,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.73363,39.35808583,None,None,FALSE,FALSE
4326,A regular two-bedroom low-rise apartment on the side of the canal with a transparent north-south layout,480,46324,non_co_ownership,103.62,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,self_heating,no,Tongzhou,Qiaozhuang,2,1,2,low_floor,6,no,south,no,north,no,no,no,no,2,116.4546129,39.32168045,None,None,FALSE,FALSE
4327,The owner of the south-facing formal two-bedroom apartment has been sold for five years and is convenient for viewing,530,51402,non_co_ownership,103.11,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Tongzhou,Qiaozhuang,2,1,2,middle_floor,11,no,south,no,no,no,no,no,no,2,116.8270406,39.97124384,None,None,FALSE,FALSE
4328,"Southwest of Room 2 and Hall 1, Yuqiao North Lane",265,40614,non_co_ownership,65.25,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,no,no,no,no,no,southwest,no,2,116.948297,40.20693418,None,None,FALSE,FALSE
4329,Yuqiao East Road No. 30 Yard 3 Room 2 Hall East and West,380,31617,non_co_ownership,120.19,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,1,low_floor,6,east,no,west,no,no,no,no,no,3,116.0532531,40.07433038,None,None,FALSE,FALSE
4330,Good Sunshine Dongdong Elevator's south-facing two-bedroom floor-to-ceiling windows transaction only has deed tax,465,50842,non_co_ownership,91.46,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.2,central_heating,elevator,Tongzhou,Qiaozhuang,1,1,1,low_floor,10,no,south,no,no,no,no,no,no,2,116.6285023,39.02983211,None,None,FALSE,FALSE
4331,The house is open to the north and south for five years. Only one apartment under the name of this set has a square layout.,235,39670,non_co_ownership,59.24,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,1,116.0092806,39.54996736,None,None,FALSE,FALSE
4332,"Courtyard No. 305, Qiaozhuang North Street, is transparent from north to south, with a wide view on the high floors and convenient inspections",360,37003,non_co_ownership,97.29,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.5230636,39.72154567,None,None,FALSE,FALSE
4333,"Yiyuan East Street, Room 2 and Hall 1 North and South",318,37046,non_co_ownership,85.84,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.4288151,39.70818612,None,None,FALSE,FALSE
4334,Qiaoxin Garden 1 room 1 hall northeast,240,39572,non_co_ownership,60.65,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,self_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,east,no,no,north,no,no,no,no,1,115.9679157,40.22170634,None,None,FALSE,FALSE
4335,Canal West Avenue Liuan Jingyuan low unit price two-bedroom owner sincerely sells,499,33265,non_co_ownership,150.01,skip_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,2,high_floor,7,no,south,no,north,no,no,no,no,2,115.4072809,39.02994844,None,None,FALSE,FALSE
4336,Yuqiao North Lane 3 Room 1 Hall North and South East,335,45430,non_co_ownership,73.74,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,east,south,no,north,no,no,no,no,3,116.1281287,40.95210723,None,None,FALSE,FALSE
4337,Yunqiao Jiayuan 3 Room 1 Hall South and Northwest,479,41099,non_co_ownership,116.55,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.25,self_heating,elevator,Tongzhou,Qiaozhuang,1,1,2,top_floor,11,no,south,west,north,no,no,no,no,3,116.5981544,40.0377498,None,None,FALSE,FALSE
4338,Qiaozhuang East District 1 Room 0 Hall West East,239,39807,non_co_ownership,60.04,flat_floor,banta_combination,steel_concrete_structure,others,0.166666667,central_heating,elevator,Tongzhou,Qiaozhuang,0,1,1,low_floor,11,east,no,west,no,no,no,no,no,1,115.3875979,40.77598123,None,None,FALSE,FALSE
4339,"Good Sunshine, one-bedroom low-floor apartment, convenient transportation and convenient transportation",270,41059,co_ownership,65.76,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Tongzhou,Qiaozhuang,1,1,1,bottom_floor,11,no,no,no,north,no,no,no,no,1,115.4047133,39.50572266,None,None,FALSE,FALSE
4340,Yuqiao Beili is a two-bedroom transaction with only deed tax,240,41900,non_co_ownership,57.28,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.3369552,39.39568103,None,None,FALSE,FALSE
4341,"North Canal West Blog Garden, a regular one-bedroom full five, the only key",299,38666,non_co_ownership,77.33,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,self_heating,elevator,Tongzhou,Qiaozhuang,1,1,1,low_floor,18,no,no,no,no,no,northeast,no,no,1,115.0970535,39.31660259,None,None,FALSE,FALSE
4342,"North and South formal two-bedroom, one bedroom on each side, with balcony facing south",230,37767,non_co_ownership,60.9,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.6241745,39.72856065,None,None,FALSE,FALSE
4343,"Qiaoxinyuan's formal one-bedroom apartment is simply decorated, and the unit size is right at the right price",240,39578,non_co_ownership,60.64,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,no,no,no,no,no,northeast,no,no,1,115.2927877,39.2332884,None,None,FALSE,FALSE
4344,"Yard No. 8, Yiyuan East Street, the only two-bedroom apartment with no registered permanent residence.",236,38120,non_co_ownership,61.91,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,middle_floor,6,no,south,west,north,no,no,no,no,2,116.5381325,40.49444449,None,None,FALSE,FALSE
4345,"The only one in five years, with underground parking space, the classic residential quarters, three-bedroom, double-bathroom",700,49013,non_co_ownership,142.82,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Tongzhou,Qiaozhuang,2,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3,116.7112139,39.51312257,None,None,FALSE,FALSE
4346,Qiaoxinyuan has a south-facing double bedroom with three bedrooms and a north-south bedroom. The floor is medium and the daylight is not blocked.,425,35709,non_co_ownership,119.02,flat_floor,Banlou,mixed_structure,hardcover,0.5,self_heating,no,Tongzhou,Qiaozhuang,1,1,2,high_floor,6,no,no,no,north,no,no,southwest,no,3,115.5469496,39.37466652,None,None,FALSE,FALSE
4347,Qiaozhuang North District 2 Room 1 Hall North and South,283,35992,non_co_ownership,78.63,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,116.0444952,40.81739802,None,None,FALSE,FALSE
4348,Liu'an Jingyuan Room 2 Room 2 Hall North and South,450,45849,non_co_ownership,98.15,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,1,bottom_floor,7,no,south,no,north,no,no,no,no,2,115.7829185,39.99676489,None,None,FALSE,FALSE
4349,"Formal three-bedroom on Qiaozhuang North Street, with thorough decoration from north to south.",480,40168,co_ownership,119.5,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,2,high_floor,6,no,south,no,north,no,no,no,no,3,115.113735,40.40511475,None,None,FALSE,FALSE
4350,"Landscape Room High-level view of the Grand Canal One-bedroom, five-bedroom, the only elevator room with a good view",320,41382,non_co_ownership,77.33,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.4,self_heating,elevator,Tongzhou,Qiaozhuang,1,1,1,high_floor,18,no,no,no,no,no,northeast,no,no,1,115.2015162,39.57196912,None,None,FALSE,FALSE
4351,"No mortgage, view at any time, no wasted area, sufficient daylight, elevator room",215,42265,non_co_ownership,50.87,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Tongzhou,Qiaozhuang,0,1,1,low_floor,11,no,no,west,no,no,no,no,no,1,116.8252774,40.7096539,None,None,FALSE,FALSE
4352,The lower floors of Yuqiao Beili are suitable for the first home buyers.,330,45656,non_co_ownership,72.28,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,3,115.5653999,39.58481962,None,None,FALSE,FALSE
4353,"This room is the only one in five years, with bright kitchen and bathroom, and a wide field of vision",365,42482,non_co_ownership,85.92,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,115.6888801,40.145532,None,None,FALSE,FALSE
4354,"Blog Garden Elevator has formal openings, square units, with elevators.",235,38927,non_co_ownership,60.37,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.4,self_heating,elevator,Tongzhou,Qiaozhuang,0,1,1,low_floor,18,no,no,west,no,no,no,no,no,1,116.3173454,40.71582642,None,None,FALSE,FALSE
4355,"Qiaozhuang North District, the south-facing two-bedroom house has good lighting",279,35949,non_co_ownership,77.61,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,116.9262332,40.76868193,None,None,FALSE,FALSE
4356,Qiaozhuang North Street No. 6 Courtyard 1 Room 1 Hall South,189,46177,non_co_ownership,40.93,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,low_floor,6,no,south,no,no,no,no,no,no,1,116.5248193,39.67139973,None,None,FALSE,FALSE
4357,"Canal residence, close to the park, one set for five years, two-bedroom apartment with transparent north-south",450,43976,non_co_ownership,102.33,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,2,high_floor,6,no,south,no,north,no,no,no,no,2,116.2619038,39.66844984,None,None,FALSE,FALSE
4358,Qiaozhuang North District 2 Room 1 Hall North and South,289,36389,non_co_ownership,79.42,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.3839581,39.17286053,None,None,FALSE,FALSE
4359,"Good sunshine, good floor lighting, good self-occupation",276,45246,non_co_ownership,61,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.2,central_heating,elevator,Tongzhou,Qiaozhuang,1,1,1,high_floor,10,east,no,no,no,no,no,no,no,2,115.2708523,39.61763766,None,None,FALSE,FALSE
4360,"Qiaoxinyuan Metro Line 6 is convenient for travel, three-bedroom apartment with more activity space",380,39733,non_co_ownership,95.64,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,self_heating,no,Tongzhou,Qiaozhuang,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,3,115.5123153,39.34584051,None,None,FALSE,FALSE
4361,"The formal two-bedroom apartment is square by the canal, and it is located in the middle of the community without facing the street.",165,22271,non_co_ownership,74.09,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,basement,7,no,south,no,north,no,no,no,no,2,116.2146639,40.05054095,None,None,FALSE,FALSE
4362,Yuqiao Beili is a two-bedroom apartment with complete facilities and convenient living.,230,37767,non_co_ownership,60.9,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.3930169,39.70389181,None,None,FALSE,FALSE
4363,The low-floor north-south two-bedroom apartment in Yunqiao Jiayuan is for sale sincerely,420,45583,non_co_ownership,92.14,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,self_heating,no,Tongzhou,Qiaozhuang,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,115.7818343,39.27934253,None,None,FALSE,FALSE
4364,Guangqu Road east extension of the government listed on the side of the canal in 2004 centralized warm and large two-bedroom commercial housing,398,39920,non_co_ownership,99.7,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,2,1,2,middle_floor,7,no,south,no,north,no,no,no,no,2,116.5279611,39.47300333,None,None,FALSE,FALSE
4365,"There are three bedrooms with elevators in the north and south of the canal, and there are five and only one",522,44892,non_co_ownership,116.28,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Tongzhou,Qiaozhuang,2,1,2,middle_floor,11,no,south,no,north,no,no,no,no,3,115.35076,39.13650667,None,None,FALSE,FALSE
4366,"The only elevator room is over five years old, the property right is clear, and the north and south are two bedrooms.",499,49905,non_co_ownership,99.99,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Tongzhou,Qiaozhuang,2,1,1,low_floor,10,no,south,no,north,no,no,no,no,2,116.8852156,39.07218783,None,None,FALSE,FALSE
4367,"For two years, no registered permanent residence, convenient to see the house, separated from movement and static, sufficient parking spaces",457,36942,non_co_ownership,123.71,duplex,banta_combination,steel_concrete_structure,simple_decoration,0.096774194,self_heating,elevator,Tongzhou,Qiaozhuang,1,1,2,middle_floor,11,no,south,no,north,no,no,no,no,2,116.2220494,39.37376009,None,None,FALSE,FALSE
4368,"Qiaozhuang East District Finely decorated two-bedroom apartment with elevator, convenient for viewing",402,42068,non_co_ownership,95.56,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Tongzhou,Qiaozhuang,1,1,1,middle_floor,11,east,no,west,no,no,no,no,no,2,116.7967947,40.77343157,None,None,FALSE,FALSE
4369,"The floor is right, the north-south transparent two-bedroom apartment is sunny",298,40451,non_co_ownership,73.67,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.3803238,39.83508492,None,None,FALSE,FALSE
4370,"Tongxian Yuqiao Beili selling point, house type introduction, community introduction, supporting facilities, travel, etc.",308,41493,co_ownership,74.23,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,3,116.6903734,39.92900726,None,None,FALSE,FALSE
4371,Mid-to-high floors in south-facing bays are unobstructed,249,45697,non_co_ownership,54.49,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,self_heating,elevator,Tongzhou,Qiaozhuang,0,1,1,middle_floor,11,no,south,no,no,no,no,no,no,1,116.7903112,40.45819499,None,None,FALSE,FALSE
4372,"The canal is a one-bedroom south facing, the only one after five years,",225,37013,non_co_ownership,60.79,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,115.6712168,39.75022702,None,None,FALSE,FALSE
4373,"The middle location of Fangzheng Community, a two-bedroom unit on the first floor of Yunqiao Jiayuan",450,53343,non_co_ownership,84.36,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,self_heating,no,Tongzhou,Qiaozhuang,1,1,1,bottom_floor,6,no,no,no,no,no,no,southwest,no,2,115.4960399,39.83814106,None,None,FALSE,FALSE
4374,Yuqiao North Lane 2 Room 1 Hall East and West,225,43487,non_co_ownership,51.74,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,top_floor,6,east,no,west,no,no,no,no,no,2,115.2364138,40.7979302,None,None,FALSE,FALSE
4375,"The only one in five years, two bedrooms from east to west, the middle floor is sold sincerely",242,35847,non_co_ownership,67.51,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Tongzhou,Qiaozhuang,1,1,1,middle_floor,6,east,no,west,no,no,no,no,no,2,116.3996075,39.49024451,None,None,FALSE,FALSE
